,BugId,Project,FixHashId,BUG,BIC,Comments,title,description
913,1285886,nova,621fc02f70fa4fa50b2f05167eefa39b71f72024,0,0,"Before was ‘’, now is None",update_port passes device_id=None but neutron expe...,"2014-02-27 14:08:23.013 ERROR nova.network.neutronv2.api [req-598b0d2f-e4e9-40eb-a9d4-027975d08b39 demo demo] Failed to delete neutron port 153f472b-f662-497b-bc7c-3cc362157ab1
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api Traceback (most recent call last):
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api   File ""/opt/stack/nova/nova/network/neutronv2/api.py"", line 420, in deallocate_for_instance
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api     neutron.update_port(port, port_req_body)
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api   File ""/opt/stack/python-neutronclient/neutronclient/v2_0/client.py"", line 111, in with_params
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api     ret = self.function(instance, *args, **kwargs)
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api   File ""/opt/stack/python-neutronclient/neutronclient/v2_0/client.py"", line 321, in update_port
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api     return self.put(self.port_path % (port), body=body)
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api   File ""/opt/stack/python-neutronclient/neutronclient/v2_0/client.py"", line 1245, in put
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api     headers=headers, params=params)
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api   File ""/opt/stack/python-neutronclient/neutronclient/v2_0/client.py"", line 1221, in retry_request
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api     headers=headers, params=params)
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api   File ""/opt/stack/python-neutronclient/neutronclient/v2_0/client.py"", line 1164, in do_request
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api     self._handle_fault_response(status_code, replybody)
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api   File ""/opt/stack/python-neutronclient/neutronclient/v2_0/client.py"", line 1134, in _handle_fault_response
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api     exception_handler_v20(status_code, des_error_body)
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api   File ""/opt/stack/python-neutronclient/neutronclient/v2_0/client.py"", line 84, in exception_handler_v20
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api     message=error_dict)
2014-02-27 14:08:23.013 TRACE nova.network.neutronv2.api NeutronClientException: Invalid input for device_id. Reason: 'None' is not a valid string.
2014-02-27 14:08:23.011 ERROR neutron.api.v2.resource [req-3f133c17-198f-412d-b57e-66bbf0fcfbcb neutron abd2b56aa998417ba5af609a680a138d] update failed
2014-02-27 14:08:23.011 TRACE neutron.api.v2.resource Traceback (most recent call last):
2014-02-27 14:08:23.011 TRACE neutron.api.v2.resource   File ""/opt/stack/neutron/neutron/api/v2/resource.py"", line 84, in resource
2014-02-27 14:08:23.011 TRACE neutron.api.v2.resource     result = method(request=request, **args)
2014-02-27 14:08:23.011 TRACE neutron.api.v2.resource   File ""/opt/stack/neutron/neutron/api/v2/base.py"", line 466, in update
2014-02-27 14:08:23.011 TRACE neutron.api.v2.resource     allow_bulk=self._allow_bulk)
2014-02-27 14:08:23.011 TRACE neutron.api.v2.resource   File ""/opt/stack/neutron/neutron/api/v2/base.py"", line 600, in prepare_request_body
2014-02-27 14:08:23.011 TRACE neutron.api.v2.resource     raise webob.exc.HTTPBadRequest(msg)
2014-02-27 14:08:23.011 TRACE neutron.api.v2.resource HTTPBadRequest: Invalid input for device_id. Reason: 'None' is not a valid string.
2014-02-27 14:08:23.011 TRACE neutron.api.v2.resource"
914,1285906,cinder,fb25917fe17fc80c1ae704759c8f6487ac2e9a22,1,1,,Bug #1285906 “3PAR,"1. Create a volume
2. Create a snapshot of the volume
3. Create a volume based on the snapshot
4. Extend the volume.
5. Horizon shows the volume with status = Error Extending
2014-02-27 15:27:55.028 ERROR cinder.volume.manager [req-bb0716d0-5d3c-430a-83fc-df0e2d85444c dd968af1de0d457b8d43217a821edf1a 63be499ec75e48d597b83679112d32bd] volume 7f440946-8b67-4b0a-85de-9b94add2d258: Error trying to extend volume
2014-02-27 15:27:55.028 TRACE cinder.volume.manager Traceback (most recent call last):
2014-02-27 15:27:55.028 TRACE cinder.volume.manager   File ""/opt/stack/cinder/cinder/volume/manager.py"", line 1114, in extend_volume
2014-02-27 15:27:55.028 TRACE cinder.volume.manager     volume_id)
2014-02-27 15:27:55.028 TRACE cinder.volume.manager   File ""/opt/stack/cinder/cinder/openstack/common/lockutils.py"", line 233, in inner
2014-02-27 15:27:55.028 TRACE cinder.volume.manager     retval = f(*args, **kwargs)
2014-02-27 15:27:55.028 TRACE cinder.volume.manager   File ""/opt/stack/cinder/cinder/volume/drivers/san/hp/hp_3par_iscsi.py"", line 437, in extend_volume
2014-02-27 15:27:55.028 TRACE cinder.volume.manager     try:
2014-02-27 15:27:55.028 TRACE cinder.volume.manager   File ""/opt/stack/cinder/cinder/volume/drivers/san/hp/hp_3par_common.py"", line 251, in extend_volume
2014-02-27 15:27:55.028 TRACE cinder.volume.manager     self.client.growVolume(volume_name, growth_size)
2014-02-27 15:27:55.028 TRACE cinder.volume.manager   File ""/opt/stack/cinder/cinder/openstack/common/excutils.py"", line 68, in __exit__
2014-02-27 15:27:55.028 TRACE cinder.volume.manager     six.reraise(self.type_, self.value, self.tb)
2014-02-27 15:27:55.028 TRACE cinder.volume.manager   File ""/opt/stack/cinder/cinder/volume/drivers/san/hp/hp_3par_common.py"", line 248, in extend_volume
2014-02-27 15:27:55.028 TRACE cinder.volume.manager     LOG.debug(""Extending Volume %s from %s to %s, by %s GB."" %
2014-02-27 15:27:55.028 TRACE cinder.volume.manager   File ""build/bdist.linux-x86_64/egg/hp3parclient/client.py"", line 452, in growVolume
2014-02-27 15:27:55.028 TRACE cinder.volume.manager     response, body = self.http.put('/volumes/%s' % name, body=info)
2014-02-27 15:27:55.028 TRACE cinder.volume.manager   File ""build/bdist.linux-x86_64/egg/hp3parclient/http.py"", line 306, in put
2014-02-27 15:27:55.028 TRACE cinder.volume.manager     return self._cs_request(url, 'PUT', **kwargs)
2014-02-27 15:27:55.028 TRACE cinder.volume.manager   File ""build/bdist.linux-x86_64/egg/hp3parclient/http.py"", line 239, in _cs_request
2014-02-27 15:27:55.028 TRACE cinder.volume.manager     resp, body = self._do_reauth(url, method, ex, **kwargs)
2014-02-27 15:27:55.028 TRACE cinder.volume.manager   File ""build/bdist.linux-x86_64/egg/hp3parclient/http.py"", line 216, in _do_reauth
2014-02-27 15:27:55.028 TRACE cinder.volume.manager     resp, body = self._time_request(self.api_url + url, method, **kwargs)
2014-02-27 15:27:55.028 TRACE cinder.volume.manager   File ""build/bdist.linux-x86_64/egg/hp3parclient/http.py"", line 205, in _time_request
2014-02-27 15:27:55.028 TRACE cinder.volume.manager     resp, body = self.request(url, method, **kwargs)
2014-02-27 15:27:55.028 TRACE cinder.volume.manager   File ""build/bdist.linux-x86_64/egg/hp3parclient/http.py"", line 199, in request
2014-02-27 15:27:55.028 TRACE cinder.volume.manager     raise exceptions.from_response(resp, body)
2014-02-27 15:27:55.028 TRACE cinder.volume.manager HTTPForbidden: Forbidden (HTTP 403) 150 - invalid operation:  Cannot grow this type of volume
2014-02-27 15:27:55.028 TRACE cinder.volume.manager"
915,1285993,neutron,71deb11f6fd5186cabcc42431316deb5dbfa3dfe,1,1,Crashes,neutron-server crashes when running on an empty da...,"operation:
$ mysql
> create database neutron_ml2 character set utf8;
> exit
$ neutron-server --config-file /etc/neutron/neutron.conf --config-file /etc/neutron/plugins/ml2/ml2_conf.ini
error:
2014-02-28 15:02:46.550 TRACE neutron ProgrammingError: (ProgrammingError) (1146, ""Table 'neutron_ml2.ml2_vlan_allocations' doesn't exist"") 'SELECT ml2_vlan_allocations.physical_network AS ml2_vlan_allocations_physical_network, ml2_vlan_allocations.vlan_id AS ml2_vlan_allocations_vlan_id, ml2_vlan_allocations.allocated AS ml2_vlan_allocations_allocated \nFROM ml2_vlan_allocations FOR UPDATE' ()
investigation:
This problem introduced by https://review.openstack.org/#/c/74896/ .
Not that this problem does not occur if nuetron-db-manage is run before running neutron-server since ml2_vlan_allocations table is created by neutron-db-manage.
I did skip running neutron-db-manage usually and it was no problem. Is it prohibited now ?"
916,1286285,cinder,b493dcce93418ed09f0e2b7e1dccc20270deb75c,0,0,'It should be calling’ (Just in case),3PAR driver common uses time.sleep,"hp_3par_common calls time.sleep()
It should be calling eventlet.greenthread.sleep() to make sure we don't block the volume manager."
917,1286297,nova,daedfffd95b375f00deacb43b6de5e02ddde6df4,1,1,There is a bug. The decision is to delete some code,Adding current project as flavor access is throwin...,"Steps to reproduce
1. Create a new flavor, setting and add the current project as flavor access
2. The flavor is created but an error is displayed saying ""Unable to set flavor access for project.....""
The error is thrown because Horizon creates the flavor and add the access after that. The problem is that once a private flavor is created, nova adds the current project within the flavor accesses so when Horizon tries to add the access, nova throws an ""Access already exist for this flavor"" exception"
918,1286375,glance,965e2c359477b7445b36f84ad1186f541cb831ca,0,0,Feature: Add OVA container format ,Add OVA container format,An OVA package is a tar archive usually containing an OVF directory inside it. Nova needs to be able to differentiate OVF and OVA based on the container format in order to extract the relevant information from it.
919,1286412,neutron,9869cc1d100ced5f50cf03b557639835c364fbb5,0,0,'Add support...’,Add support for router and network scheduling in C...,Added functionality to schedule routers and networks.
920,1286528,nova,a72a3f4c956338b05db2c6fa958112cf5df8dcad,1,0,Windows dependency?,guru-meditation fails on Windows due to non portab...,"The guru-meditation report fails on Hyper-V due to missing signal handling.
This is a blocking issue on Windows.
http://64.119.130.115/74060/3/Hyper-V_logs/hv-compute1/nova-console.log.gz
Traceback (most recent call last):
  File ""c:\OpenStack\virtualenv\Scripts\nova-compute-script.py"", line 9, in <module>
    load_entry_point('nova==2014.1.dev954.g3a611cc', 'console_scripts', 'nova-compute')()
  File ""c:\OpenStack\virtualenv\lib\site-packages\pkg_resources.py"", line 353, in load_entry_point
    return get_distribution(dist).load_entry_point(group, name)
  File ""c:\OpenStack\virtualenv\lib\site-packages\pkg_resources.py"", line 2321, in load_entry_point
    return ep.load()
  File ""c:\OpenStack\virtualenv\lib\site-packages\pkg_resources.py"", line 2048, in load
    entry = __import__(self.module_name, globals(),globals(), ['__name__'])
  File ""c:\OpenStack\virtualenv\lib\site-packages\nova\cmd\compute.py"", line 32, in <module>
    from nova.openstack.common.report import guru_meditation_report as gmr
  File ""c:\OpenStack\virtualenv\lib\site-packages\nova\openstack\common\report\guru_meditation_report.py"", line 63, in <module>
    class GuruMeditation(object):
  File ""c:\OpenStack\virtualenv\lib\site-packages\nova\openstack\common\report\guru_meditation_report.py"", line 100, in GuruMeditation
    def setup_autorun(cls, version, signum=signal.SIGUSR1):
AttributeError: 'module' object has no attribute 'SIGUSR1'
Nova patch that introduced the issue:
https://github.com/openstack/nova/commit/cec532848f569afb4832029bce4969578472a57a
Review link:
https://review.openstack.org/#/c/69058/"
921,1286565,neutron,c36ddaf930ba309be3c127dc1836f28a8ab97c5d,1,1,"I think cisco is not a specific platform, is 1 of their plugins",Bug #1286565 “Cisco Nexus,"If DevStack is configured for the Cisco Nexus plugin with the latest DevStack, the following
infinite recursion error is observed:
Exception RuntimeError: 'maximum recursion depth exceeded' in <bound method
ConnectionContext.__del__ of <neutron.openstack.common.rpc.amqp.ConnectionContext
object at 0x403a3d0>> ignored
An investigation shows that this failure triggered when the DB base plugin's
_is_native_pagination_supported method is called. The infinite recursion begins
when this exception is raised:
             raise AttributeError(
                 _(""'%(model)s' object has no attribute '%(name)s'"") %
                {'model': self._model, 'name': name})
in the PluginV2.__getattr__ method in
neutron/plugins/cisco/network_plugin.py. The problem is that self._model
object is being % mod'd as a string in the unicode message, and this
causes many levels of recursion into deepcopy (a deepcopy for all objects
embedded in this object)."
922,1286694,cinder,f7d99b07f72037b87d5e9f63b48a7c49f7116fe5,0,0,Feature. Add initiator target map ,Add initiator target map which is required by the ...,Add initiator target map in initialize_connection and terminate_connection of the EMC SMI-S FC driver as it is required by the FC zone manager.
923,1286712,cinder,5c1d0a6246cbd3f05f6c41e7cfc7046fa3431726,0,0,cleanup,Remove useless funciton stub_out_key_pair_funcs,"stub_out_key_pair_funcs was useless, remove it.
-def stub_out_key_pair_funcs(stubs, have_key_pair=True):
-    def key_pair(context, user_id):
-        return [dict(name='key', public_key='public_key')]
-
-    def one_key_pair(context, user_id, name):
-        if name == 'key':
-            return dict(name='key', public_key='public_key')
-        else:
-            raise exc.KeypairNotFound(user_id=user_id, name=name)
-
-    def no_key_pair(context, user_id):
-        return []"
924,1286714,cinder,5c1d0a6246cbd3f05f6c41e7cfc7046fa3431726,0,0,cleanup,Remove unused enumerate,"diff --git a/cinder/tests/api/contrib/test_extended_snapshot_attributes.py b/cinder/tests/api/contrib/test_extended_snapshot_attributes.py
index e90c291..7df8ebb 100644
--- a/cinder/tests/api/contrib/test_extended_snapshot_attributes.py
+++ b/cinder/tests/api/contrib/test_extended_snapshot_attributes.py
@@ -91,7 +91,7 @@ class ExtendedSnapshotAttributesTest(test.TestCase):
         res = self._make_request(url)
         self.assertEqual(res.status_int, 200)
-        for i, snapshot in enumerate(self._get_snapshots(res.body)):
+        for snapshot in self._get_snapshots(res.body):
             self.assertSnapshotAttributes(snapshot,
                                           project_id='fake',
                                           progress='0%')"
925,1286733,neutron,142c55e82a4d36af887439a94054617a5a0ede9c,0,0,Change in requirements,Bug #1286733 “nec plugin,"Before Grizzly release, data format of OFC ID mapping tables was changed  and there are two types of ID mapping tables for old and new format.  The old mapping tables are only used for resources (networks, ports, tenants, filters) in pre-Grizzly system. pre-Grizzly system is no longer supported and we no longer need to consider old data format. Migrating data from the old mapping tables to the new tables reduces the code complexity."
926,1286742,cinder,5c1d0a6246cbd3f05f6c41e7cfc7046fa3431726,0,0,cleanup,Remove unused function fake_execute2,"diff --git a/cinder/tests/brick/test_brick_linuxscsi.py b/cinder/tests/brick/test_brick_linuxscsi.py
index 47b73dc..e0ec010 100644
--- a/cinder/tests/brick/test_brick_linuxscsi.py
+++ b/cinder/tests/brick/test_brick_linuxscsi.py
@@ -101,15 +101,6 @@ class LinuxSCSITestCase(test.TestCase):
                    )
             return out, None
-        def fake_execute2(*cmd, **kwargs):
-            out = (""350002ac20398383d dm-3 3PARdata,VV\n""
-                   ""size=2.0G features='0' hwhandler='0' wp=rw\n""
-                   ""`-+- policy='round-robin 0' prio=-1 status=active\n""
-                   ""  |- 0:0:0:1  sde 8:64 active undef running\n""
-                   ""  `- 2:0:0:1  sdf 8:80 active undef running\n""
-                   )
-            return out, None
-
         self.stubs.Set(self.linuxscsi, '_execute', fake_execute)
         info = self.linuxscsi.find_multipath_device('/dev/sde')"
928,1287031,neutron,aa5ace6b7555dd9ed59dd07ea022585f44767f27,0,0,unused code,Unused code 'as e' in exception blocks,"unused code  'as e' in exception blocks with flowing files:
neutron/api/v2/resource.py
neutron/plugins/vmware/nsxlib/router.py"
929,1287176,cinder,5eac161aa81a68e7cc4adb92798f6c3e849da81c,1,1,Bug. Make something optional,Bug #1287176 “VMware,"Currently a sparse disk based image is copied as a flat file which is one of the causes of the following bug:
https://bugs.launchpad.net/nova/+bug/1255317
Also, 'vmdk_type' extra spec property of the cinder volume is ignored.
The image should be copied, and then converted to appropriate type based on 'vmdk_type'."
930,1287185,cinder,5eac161aa81a68e7cc4adb92798f6c3e849da81c,0,0,Add support for an argument,Bug #1287185 “VMware,The volume's vmdk_type extra_spec property is ignored while copying image with vmware_disktype=thin/preallocated to a volume. The image should be downloaded and converted to appropriate type based on vmdk_type.
931,1287292,nova,4640542cc502a442d4807822d75d3fa3eff0a33b,1,1,incorrect use,Bug #1287292 “VMware,"The vim.get_soap_url function incorrectly builds an IPv6 address using hostname/IP and port.
https://github.com/openstack/nova/blob/master/nova/virt/vmwareapi/vim.py#L151
The result of this line would create an address as follows:
https://[2001:db8:85a3:8d3:1319:8a2e:370:7348:443]/sdk
Ports should be outside the square brackets, not inside, as follows:
https://[2001:db8:85a3:8d3:1319:8a2e:370:7348]:443/sdk
For reference see: http://en.wikipedia.org/wiki/IPv6_address section Literal IPv6 addresses in network resource identifiers"
932,1287367,nova,f3f46b532c528c31fbcdc0d18b18105c42a0d74c,1,1,Raising the improper code,The rescue API should handle NotImplementedError,"There are several nova virt drivers that don't implement the rescue API, but the os compute API doesn't handle NotImplementedError, it returns a 400 instead of a 501.
https://wiki.openstack.org/wiki/HypervisorSupportMatrix
The API could be tightened up a bit to return a 501 instead like how the pause admin action is handling NotImplementedError."
933,1287407,neutron,17624e21f4812be80ca535a1f119127c021db54e,0,0,cleanup,remove unused method update_fixed_ip_lease_expirat...,should have been removed long ago here: Ifcb4f093c92904ceb896438987d53e692eb7fb26
934,1287419,neutron,6c91bdfe24e275ede65df369d714ca119d5ce5f2,1,1,wrong parameter passed,Bug #1287419 “NSX,"2014-03-03 15:06:33.913 ERROR neutron.plugins.vmware.api_client.client [req-ffc2204c-e957-48b3-9bd8-cbbd66fa9645 demo 3cb63bd6fa2d4ea397df6de7770c2e8a] Server Error Message: Entity '50d064c4-0591-43ee-8dfd-ac2409c13a5e' not registered.
2014-03-03 15:06:33.913 ERROR neutron.plugins.vmware.nsxlib.switch [req-ffc2204c-e957-48b3-9bd8-cbbd66fa9645 demo 3cb63bd6fa2d4ea397df6de7770c2e8a] Port or Network not found, Error: An unknown exception occurred.
2014-03-03 15:06:33.914 ERROR NeutronPlugin [-] Unable to update port id: 6b7c9502-8e58-4930-b440-7022f47fff89.
2014-03-03 15:06:33.914 TRACE NeutronPlugin Traceback (most recent call last):
2014-03-03 15:06:33.914 TRACE NeutronPlugin   File ""/opt/stack/neutron/neutron/plugins/vmware/plugins/base.py"", line 1307, in update_port
2014-03-03 15:06:33.914 TRACE NeutronPlugin     ret_port.get(addr_pair.ADDRESS_PAIRS))
2014-03-03 15:06:33.914 TRACE NeutronPlugin   File ""/opt/stack/neutron/neutron/plugins/vmware/nsxlib/switch.py"", line 324, in update_port
2014-03-03 15:06:33.914 TRACE NeutronPlugin     port_id=lport_uuid, net_id=lswitch_uuid)
2014-03-03 15:06:33.914 TRACE NeutronPlugin PortNotFoundOnNetwork: Port 6b7c9502-8e58-4930-b440-7022f47fff89 could not be found on network b460b092-9482-48ee-9c5f-04ec384fbc8c"
935,1287432,neutron,dba196702b43f90928a644bdafaf42c97b71267f,0,0,No bug. ‘ should be renamed’,Bug #1287432 “nec plugin,"ID mapping tables in NEC plugin have columns named ""quantum_id"". Following renaming to Neutron, they should be renamed."
937,1287476,cinder,0e44ba4c273f41195d0361d3c48df76e2e5add76,0,0,Add initiator_target_map for IBM Storwize/SVC,IBM Storwize/SVC driver does not support initiator...,Fibre Channel zoning code requires that the storage drivers return an initiator_target_map from initialize_connection and terminate_connection.
938,1287495,glance,e7c1bdf146c0492a7f122399b099f0fee8b6d125,0,0,No bug. should check,VMware parse_uri method should check for the schem...,"Need to add a check in parse_uri(...) [1] to make sure that a URI with the vsphere scheme is provided. Throw a BadStoreUri otherwise.
[1] https://github.com/openstack/glance/blob/master/glance/store/vmware_datastore.py#L151"
939,1287524,neutron,40390598c5a440d1bbfa4f229130eeedf5cd4dba,0,0,'This code could be simplified’,ip_lib netns.execute should work with or without n...,"There are a number of places in the neutron code that run an ip command like this:
        if self.network.namespace:
            ip_wrapper = ip_lib.IPWrapper(self.root_helper,
                                          self.network.namespace)
            ip_wrapper.netns.execute(cmd)
        else:
            utils.execute(cmd, self.root_helper)
This code could be simplified if netns.execute simply checked if there was a namespace defined or not."
940,1287542,nova,5eafe1ccb30462d9b78b13323135fb9f90d1fd54,1,0,Bug because of evolution,Error importing module nova.openstack.common.sslut...,"Error importing module nova.openstack.common.sslutils: duplicate option: ca_file
This is seen in the nova gate - for unrelated patches - it might be a bad slave I guess, or it might be happening to all  subsequent patches, or it might be a WTF.
http://logstash.openstack.org/#eyJzZWFyY2giOiJcIkVycm9yIGltcG9ydGluZyBtb2R1bGUgbm92YS5vcGVuc3RhY2suY29tbW9uLnNzbHV0aWxzOiBkdXBsaWNhdGUgb3B0aW9uOiBjYV9maWxlXCIiLCJmaWVsZHMiOltdLCJvZmZzZXQiOjAsInRpbWVmcmFtZSI6IjkwMCIsImdyYXBobW9kZSI6ImNvdW50IiwidGltZSI6eyJ1c2VyX2ludGVydmFsIjowfSwic3RhbXAiOjEzOTM5MTUyNTE4ODl9 suggest it has only happened once so far.
commit 5188052937219badaa692f67d9f98623c15d1de2
Merge: af626d0 88b7380
Author: Jenkins <email address hidden>
Date:   Tue Mar 4 02:47:02 2014 +0000
    Merge ""Sync latest config file generator from oslo-incubator""
Was the latest merge prior to this, but it may be coincidental."
941,1287643,cinder,e8fac5eda3309a19ee2e1b36883a4e30476644a9,1,1,Fix conversion methods,NaElement translate_struct does not work for non u...,Method translate_struct of NaElement does not work properly in case of unique tags.
942,1287760,glance,412e793780665b43c134ddd59907766549ecadd8,0,0,No bug: Task create should return 'Location' header ,Task create should return 'Location' header,"When creating a new task, the api correctly returns a 201. However per spec it should also return a 'Location' header with the URI to the newly created resource. Currently it does not."
943,1287844,nova,f5bc15687bcab1e0e4a2163a194c04bd8c5d14d9,0,0,We need to raise a exception,Bug #1287844 “VMware,We need to raise an exception for an disk_format that is not supported
944,1287944,cinder,48955e56b886c0da51c1555aca62e099761ad99b,1,1,Many bugs in 1 commit,EMC VNX Direct Driver needs to be cleaned up,"There are quite a few review comments on the EMC VNX Direct Driver:
https://review.openstack.org/#/c/73672
These issues need to be addressed right after the code is merged."
945,1287945,nova,bb83f1a743150779e190705d2875a2319720c60c,1,1,,Instance doesn't have a task state,"I am getting with the latest version of the trunk:
Traceback (most recent call last):
  File ""/usr/local/lib/python2.7/dist-packages/eventlet/hubs/poll.py"", line 97, in wait
    readers.get(fileno, noop).cb(fileno)
  File ""/usr/local/lib/python2.7/dist-packages/eventlet/greenthread.py"", line 194, in main
    result = function(*args, **kwargs)
  File ""/opt/stack/nova/nova/openstack/common/service.py"", line 480, in run_service
    service.start()
  File ""/opt/stack/nova/nova/service.py"", line 180, in start
    self.manager.init_host()
  File ""/opt/stack/nova/nova/compute/manager.py"", line 824, in init_host
    self._init_instance(context, instance)
  File ""/opt/stack/nova/nova/compute/manager.py"", line 684, in _init_instance
    if instance.task_state == task_states.DELETING:
AttributeError: 'dict' object has no attribute 'task_state'
Removing descriptor: 6
2014-03-04 13:59:14.304 ERROR nova.openstack.common.threadgroup [-] 'dict' object has no attribute 'task_state'
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup Traceback (most recent call last):
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup   File ""/opt/stack/nova/nova/openstack/common/threadgroup.py"", line 117, in wait
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup     x.wait()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup   File ""/opt/stack/nova/nova/openstack/common/threadgroup.py"", line 49, in wait
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup     return self.thread.wait()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup   File ""/usr/local/lib/python2.7/dist-packages/eventlet/greenthread.py"", line 168, in wait
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup     return self._exit_event.wait()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup   File ""/usr/local/lib/python2.7/dist-packages/eventlet/event.py"", line 116, in wait
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup     return hubs.get_hub().switch()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup   File ""/usr/local/lib/python2.7/dist-packages/eventlet/hubs/hub.py"", line 187, in switch
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup     return self.greenlet.switch()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup   File ""/usr/local/lib/python2.7/dist-packages/eventlet/greenthread.py"", line 194, in main
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup     result = function(*args, **kwargs)
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup   File ""/opt/stack/nova/nova/openstack/common/service.py"", line 480, in run_service
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup     service.start()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup   File ""/opt/stack/nova/nova/service.py"", line 180, in start
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup     self.manager.init_host()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup   File ""/opt/stack/nova/nova/compute/manager.py"", line 824, in init_host
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup     self._init_instance(context, instance)
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup   File ""/opt/stack/nova/nova/compute/manager.py"", line 684, in _init_instance
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup     if instance.task_state == task_states.DELETING:
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup AttributeError: 'dict' object has no attribute 'task_state'
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup
I get this exception when creating a snapshot, put a breakpoint in the virt layer (in this case vmware_images/snapshot), stop nova-cpu, restart nova-cpu, delete the snapshot.
nova-cpu crashes."
946,1288178,nova,a88d9d5936aabc52046ed3ae566741422bfaed78,0,0,Rewrite nova policy,Sync new policy from oslo,"The oslo has changed the common policy for a long time, using a Enforer class to replace the old check function .In order to sync the common policy to nova, we have to rewrite the nova policy and the related unittests."
947,1288188,neutron,6206d555c3cd129a9ea83174ee786e1e15a4c48c,1,1,Fix usage of save_and_reraise_exception,unwanted lbaas related error logs in q-svc screen,"2014-03-03 09:25:31.621 5910 ERROR root [-] Original exception being dropped: ['Traceback (most recent call last):\n', '  File ""/opt/stack/new/neutron/neutron/db/loadbalancer/loadbalancer_db.py"", line 206, in _get_resource\n    r = self._get_by_id(context, model, id)\n', '  File ""/opt/stack/new/neutron/neutron/db/db_base_plugin_v2.py"", line 144, in _get_by_id\n    return query.filter(model.id == id).one()\n', '  File ""/usr/local/lib/python2.7/dist-packages/sqlalchemy/orm/query.py"", line 2323, in one\n    raise orm_exc.NoResultFound(""No row was found for one()"")\n', 'NoResultFound: No row was found for one()\n']
2014-03-03 09:25:31.622 5910 WARNING neutron.services.loadbalancer.drivers.common.agent_driver_base [req-6949f3b4-f991-48b7-8424-b3bfbca7c822 None] Cannot update status: member d439c879-55f7-400f-b6a8-32753f057b05 not found in the DB, it was probably deleted concurrently
There is no need for error log about original exception being dropped as warning log is enough.
This happens due to using save_and_reraise_exception() in loadbalancer_db code:
    def _get_resource(self, context, model, id):
        try:
            r = self._get_by_id(context, model, id)
        except exc.NoResultFound:
            with excutils.save_and_reraise_exception():
                if issubclass(model, Vip):
                    raise loadbalancer.VipNotFound(vip_id=id)
                elif issubclass(model, Pool):
                    raise loadbalancer.PoolNotFound(pool_id=id)
                elif issubclass(model, Member):
                    raise loadbalancer.MemberNotFound(member_id=id)
                elif issubclass(model, HealthMonitor):
                    raise loadbalancer.HealthMonitorNotFound(monitor_id=id)
        return r
where the whole purpose of exception handler is to reraise proper type of exception.
I think save_and_reraise_exception() was designed for cases when new exceptions raised inside exception handler are not expected.
In this particular case I don't see the reason for using save_and_reraise_exception().
As an option I think a parameter can be added to save_and_reraise_exception() constructor to disable logging."
948,1288281,nova,b69584a523f41f8171805e22ac6a0b29172e832e,0,0,This can mislead…,Change parameters of add_timestamp in ComputeDrive...,'cls' may mislead developpers that this Decorator return a classmethod.  Change parameter 'cls' to 'self' in wrapper.
